Label,WikiDate ID,English Description,Language,Wiki Short Lang,Entry
Meisa,Q6810298,Wikimedia disambiguation page,English,en,Meisa
Meisa,Q6810298,Wikimedia disambiguation page,Latvian,lv,Meisa
Meisam,Q112671993,No description defined,English,en,Meisam
Mekonnen,Q1790791,Wikimedia disambiguation page,German,de,Mekonnen
Mekonnen,Q1790791,Wikimedia disambiguation page,English,en,Mekonnen
Mekonnen,Q1790791,Wikimedia disambiguation page,French,fr,Mekonnen
Mekonnen,Q1790791,Wikimedia disambiguation page,Italian,it,Mekonnen
Mekonnen,Q1790791,Wikimedia disambiguation page,Low German,nds,Mekonnen
Mekonnen,Q1790791,Wikimedia disambiguation page,Dutch,nl,Mekonnen
Mel (given name),Q4563684,given name,English,en,Mel (given name)
Mel (given name),Q4563684,given name,Italian,it,Mel (nome)
Mel (given name),Q4563684,given name,Norwegian,no,Mel (navn)
Mel (given name),Q4563684,given name,Russian,ru,Мел (имя)
Melahat,Q48980421,female given name,English,en,Melahat
Melaku,Q96478029,No description defined,English,en,Melaku
Melancthon,Q25114664,male given name,English,en,Melancthon
Melania,Q16279311,female given name,English,en,Melania
Melania,Q16279311,female given name,Spanish,es,Melania (nombre)
Melania,Q16279311,female given name,Finnish,fi,Melania
Melania,Q16279311,female given name,Italian,it,Melania
Melania,Q16279311,female given name,Japanese,ja,メラニア
Melania,Q16279311,female given name,Korean,ko,멜라니아
Melania,Q16279311,female given name,Latin,la,Melania
Melania,Q16279311,female given name,Polish,pl,Melania
Melania,Q16279311,female given name,Cantonese,yue,美蘭妮亞
Melanie,Q1064920,female given name,Breton,br,Melanie
Melanie,Q1064920,female given name,Czech,cs,Melanie
Melanie,Q1064920,female given name,German,de,Melanie
Melanie,Q1064920,female given name,English,en,Melanie
Melanie,Q1064920,female given name,Persian,fa,ملانی (نام کوچک)
Melanie,Q1064920,female given name,Finnish,fi,Melanie
Melanie,Q1064920,female given name,Japanese,ja,メラニー
Melanie,Q1064920,female given name,Korean,ko,멜라니
Melanie,Q1064920,female given name,Dutch,nl,Melanie (voornaam)
Melanie,Q1064920,female given name,Norwegian,no,Melanie
Melanie,Q1064920,female given name,Simple English,en-simple,Melanie
Melanie,Q1064920,female given name,Slovenian,sl,Melanie
Melanne,Q98605771,given name,English,en,Melanne
Melati (name),Q107313063,No description defined,English,en,Melati (name)
Melbourne (name),Q115857484,No description defined,English,en,Melbourne (name)
Melchior,Q1175678,name: given name and family name,English,en,Melchior
Melchor (name),Q26777173,name: given name and family name,English,en,Melchor (name)
Melhem,Q6812254,Wikimedia disambiguation page,English,en,Melhem
Melhem,Q6812254,Wikimedia disambiguation page,Igbo,ig,Melhem
Melia (given name),Q18702681,name: given name and surname,English,en,Melia (given name)
Melih,Q6812381,male given name,German,de,Melih
Melih,Q6812381,male given name,English,en,Melih
Melih,Q6812381,male given name,Turkish,tr,Melih
Melike,Q6812389,Wikimedia disambiguation page,German,de,Melike
Melike,Q6812389,Wikimedia disambiguation page,English,en,Melike
Melina (name),Q16577646,female given name,English,en,Melina (name)
Melina (name),Q16577646,female given name,Finnish,fi,Melina
Melina (name),Q16577646,female given name,Italian,it,Melina (nome)
Melina (name),Q16577646,female given name,Norwegian,no,Melina
Melina (name),Q16577646,female given name,Swedish,sv,Melina
Melinda,Q16422246,female given name,German,de,Melinda (Vorname)
Melinda,Q16422246,female given name,English,en,Melinda
Melinda,Q16422246,female given name,Estonian,et,Melinda
Melinda,Q16422246,female given name,Finnish,fi,Melinda
Melinda,Q16422246,female given name,Hungarian,hu,Melinda
Melinda,Q16422246,female given name,Icelandic,is,Melinda
Melinda,Q16422246,female given name,Italian,it,Melinda (nome)
Melinda,Q16422246,female given name,Norwegian,no,Melinda
Melinda,Q16422246,female given name,Simple English,en-simple,Melinda
Melis,Q20000612,female given name,Catalan,ca,Melis (nom)
Melis,Q20000612,female given name,German,de,Melis
Melis,Q20000612,female given name,English,en,Melis
Melis,Q20000612,female given name,Turkish,tr,Melis
Melita (given name),Q48718931,female given name,English,en,Melita (given name)
Melita (given name),Q48718931,female given name,Italian,it,Melita (nome)
Meliton,Q1175714,male given name,English,en,Meliton
Meliton,Q1175714,male given name,Hungarian,hu,Meliton
Meliton,Q1175714,male given name,Polish,pl,Meliton (imię)
Meliton,Q1175714,male given name,Russian,ru,Мелитон
Melker,Q110514117,No description defined,English,en,Melker
Melky,Q96478030,No description defined,English,en,Melky
Mell (name),Q108822082,Wikimedia disambiguation page,English,en,Mell (name)
Mellisa,Q57403528,female given name,English,en,Mellisa
Melly,Q37306279,family name,English,en,Melly
Melody (given name),Q3854288,female given name,German,de,Melody (Vorname)
Melody (given name),Q3854288,female given name,English,en,Melody (given name)
Melody (given name),Q3854288,female given name,Finnish,fi,Melody (nimi)
Melody (given name),Q3854288,female given name,Italian,it,Melody (nome)
Melrose (name),Q16279320,family name,English,en,Melrose (name)
Mels (name),Q29460265,male given name (Мэлс),English,en,Mels (name)
Mels (name),Q29460265,male given name (Мэлс),Finnish,fi,Mels
Mels (name),Q29460265,male given name (Мэлс),Russian,ru,Мэлс
Meltem,Q66057996,Turkish language female given name,Catalan,ca,Meltem
Meltem,Q66057996,Turkish language female given name,German,de,Meltem
Meltem,Q66057996,Turkish language female given name,English,en,Meltem
Melville (name),Q16290697,name: given name and surname,English,en,Melville (name)
Melvin,Q22348604,name: given name and surname,English,en,Melvin
Melvin,Q22348604,name: given name and surname,Finnish,fi,Melvin
Melvyn,Q1663816,name: given name and surname,English,en,Melvyn
Mem (given name),Q16279333,male given name,English,en,Mem (given name)
Memiş,Q56539830,family name,English,en,Memiş
Memiş,Q56539830,family name,Turkish,tr,Memiş
Men (name),Q19967536,male given name,English,en,Men (name)
Mena (given name),Q1757257,female given name,German,de,Mena (Vorname)
Mena (given name),Q1757257,female given name,English,en,Mena (given name)
Mena (given name),Q1757257,female given name,Italian,it,Mena (nome)
Menachem Mendel,Q4290319,Wikimedia disambiguation page,English,en,Menachem Mendel
Menachem Mendel,Q4290319,Wikimedia disambiguation page,Hebrew,he,מנחם מנדל
Menachem Mendel,Q4290319,Wikimedia disambiguation page,Polish,pl,Menachem Mendel (ujednoznacznienie)
Menachem Mendel,Q4290319,Wikimedia disambiguation page,Russian,ru,Менахем Мендель
Menachem Mendel,Q4290319,Wikimedia disambiguation page,Yiddish,yi,מנחם מענדל
Mence,Q104835351,No description defined,English,en,Mence
Mendy (given name),Q6816766,female given name,English,en,Mendy (given name)
Mengesha,Q114068766,No description defined,English,en,Mengesha
Mengi,Q6816996,Wikimedia disambiguation page,English,en,Mengi
Mengistu (name),Q16290707,given name,English,en,Mengistu (name)
Mengistu (name),Q16290707,given name,Hebrew,he,מנגיסטו
Mengü,Q6817031,male given name,English,en,Mengü
Meni,Q23072570,given name,English,en,Meni
Menis,Q1713267,Wikimedia disambiguation page,German,de,Menis
Menis,Q1713267,Wikimedia disambiguation page,English,en,Menis
Menis,Q1713267,Wikimedia disambiguation page,French,fr,Menis
Menkheperre (name),Q17009998,given name,English,en,Menkheperre (name)
Menno,Q2551723,male given name,German,de,Menno (Vorname)
Menno,Q2551723,male given name,English,en,Menno
Menno,Q2551723,male given name,Dutch,nl,Menno
Menotti,Q37484735,family name,Czech,cs,Menotti
Menotti,Q37484735,family name,English,en,Menotti
Mensa (name),Q2837769,given name,English,en,Mensa (name)
Menzie,Q28406804,family name,English,en,Menzie
Merab (given name),Q1921074,male given name (მერაბ),German,de,Merab (männlicher Vorname)
Merab (given name),Q1921074,male given name (მერაბ),English,en,Merab (given name)
Meral,Q1921083,Wikimedia disambiguation page,German,de,Meral
Meral,Q1921083,Wikimedia disambiguation page,English,en,Meral
Meral,Q1921083,Wikimedia disambiguation page,Turkish,tr,Meral
Meral,Q1921083,Wikimedia disambiguation page,Ukrainian,uk,Мераль
Mercedes (name),Q255209,female given name,Danish,da,Mercedes (pigenavn)
Mercedes (name),Q255209,female given name,German,de,Mercedes (Vorname)
Mercedes (name),Q255209,female given name,English,en,Mercedes (name)
Mercedes (name),Q255209,female given name,Finnish,fi,Mercedes (etunimi)
Mercedes (name),Q255209,female given name,Croatian,hr,Mercedes (ime)
Mercedes (name),Q255209,female given name,Italian,it,Mercedes (nome)
Mercedes (name),Q255209,female given name,Dutch,nl,Mercedes (voornaam)
Mercedes (name),Q255209,female given name,Norwegian,no,Mercedes (navn)
Mercedes (name),Q255209,female given name,Polish,pl,Merceda
Mercedes (name),Q255209,female given name,Russian,ru,Мерседес (имя)
Mercedes (name),Q255209,female given name,Slovenian,sl,Mercedes (ime)
Mercedes (name),Q255209,female given name,Swedish,sv,Mercedes (namn)
Merceline,Q111910553,No description defined,English,en,Merceline
Mercer (given name),Q16279348,given name,English,en,Mercer (given name)
Mercury (name),Q60009893,name; male given name and surname,English,en,Mercury (name)
Mercy (given name),Q28538655,unisex given name,English,en,Mercy (given name)
Meredith (given name),Q1276644,unisex given name,German,de,Meredith
Meredith (given name),Q1276644,unisex given name,English,en,Meredith (given name)
Meredith (given name),Q1276644,unisex given name,French,fr,Meredith (prénom)
Meredith (given name),Q1276644,unisex given name,Hungarian,hu,Meredisz
Meredith (given name),Q1276644,unisex given name,Italian,it,Meredith
Meredith (given name),Q1276644,unisex given name,Polish,pl,Meredith
Meredith (given name),Q1276644,unisex given name,Simple English,en-simple,Meredith
Merel,Q47502385,Wikimedia list article,English,en,Merel
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Czech,cs,Meresanch
Meresankh (given name),Q2619774,Wikimedia disambiguation page,German,de,Meresanch
Meresankh (given name),Q2619774,Wikimedia disambiguation page,English,en,Meresankh (given name)
Meresankh (given name),Q2619774,Wikimedia disambiguation page,French,fr,Mérésânkh
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Croatian,hr,Meresank
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Hungarian,hu,Mereszanh
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Japanese,ja,メレスアンク
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Dutch,nl,Meresanch
Meresankh (given name),Q2619774,Wikimedia disambiguation page,Serbo-Croatian,sh,Meresank
Merete,Q2299176,female given name,Danish,da,Merete
Merete,Q2299176,female given name,German,de,Merete
Merete,Q2299176,female given name,English,en,Merete
Merete,Q2299176,female given name,Finnish,fi,Merete
Merete,Q2299176,female given name,Norwegian Nynorsk,nn,Merete
Merete,Q2299176,female given name,Norwegian,no,Merete
Mergen (name),Q112299681,No description defined,English,en,Mergen (name)
Mërgim,Q1957757,male given name,German,de,Mërgim
Mërgim,Q1957757,male given name,English,en,Mërgim
Meri (name),Q16279358,given name and surname,German,de,Meri (Name)
Meri (name),Q16279358,given name and surname,English,en,Meri (name)
Merike,Q16279368,female given name,English,en,Merike
Merike,Q16279368,female given name,Estonian,et,Merike
Merike,Q16279368,female given name,Finnish,fi,Merike
Merilyn,Q56876850,female given name,English,en,Merilyn
Merilyn,Q56876850,female given name,Estonian,et,Merilyn
Merima,Q6819442,Wikimedia disambiguation page,English,en,Merima
Meritamen (given name),Q1176033,Wikimedia disambiguation page,English,en,Meritamen (given name)
Meritamen (given name),Q1176033,Wikimedia disambiguation page,Hungarian,hu,Meritamon (név)
Meritamen (given name),Q1176033,Wikimedia disambiguation page,Russian,ru,Меритамон (значения)
Meritites,Q572868,female given name,Czech,cs,Meritites
Meritites,Q572868,female given name,German,de,Meritites
Meritites,Q572868,female given name,English,en,Meritites
Meritites,Q572868,female given name,Hungarian,hu,Merititesz
Meritites,Q572868,female given name,Japanese,ja,メリタテス
Meritites,Q572868,female given name,Vietnamese,vi,Meritites
Meritxell (given name),Q21087197,female given name,Catalan,ca,Meritxell (nom)
Meritxell (given name),Q21087197,female given name,English,en,Meritxell (given name)
Meritxell (given name),Q21087197,female given name,Italian,it,Meritxell (nome)
Meriwether (name),Q30067745,family name,English,en,Meriwether (name)
Meriwether (name),Q30067745,family name,Russian,ru,Меривезер (фамилия)
Merja (name),Q11882161,female given name,English,en,Merja (name)
Merja (name),Q11882161,female given name,Finnish,fi,Merja (nimi)
Merja (name),Q11882161,female given name,French,fr,Merja
Merl (name),Q16279376,family name,English,en,Merl (name)
Merle (given name),Q16279382,unisex given name,English,en,Merle (given name)
Merle (given name),Q16279382,unisex given name,Estonian,et,Merle
Merlin (given name),Q16279386,male given name,Czech,cs,Merlin (jméno)
Merlin (given name),Q16279386,male given name,English,en,Merlin (given name)
Merlinda,Q6819803,female given name,English,en,Merlinda
Merline,Q115615830,given name,English,en,Merline
Merna (name),Q48981717,No description defined,English,en,Merna (name)
Merouane,Q109767302,No description defined,English,en,Merouane
Merrick (given name),Q26884770,male given name,English,en,Merrick (given name)
Merrilyn,Q54990651,female given name; English language,English,en,Merrilyn
Merritt (given name),Q24091690,male given name,German,de,Merritt (Vorname)
Merritt (given name),Q24091690,male given name,English,en,Merritt (given name)
Merry (given name),Q16279391,male given name,English,en,Merry (given name)
Mert (given name),Q64995853,male given name,German,de,Mert (Vorname)
Mert (given name),Q64995853,male given name,English,en,Mert (given name)
Merten (name),Q18324356,name: given name and family name,English,en,Merten (name)
Merton (given name),Q66828188,given name,English,en,Merton (given name)
Merve,Q3306682,female given name,Catalan,ca,Merve
Merve,Q3306682,female given name,German,de,Merve (Vorname)
Merve,Q3306682,female given name,English,en,Merve
Merve,Q3306682,female given name,Estonian,et,Merve
Merve,Q3306682,female given name,French,fr,Merve
Merve,Q3306682,female given name,Korean,ko,메르베
Merve,Q3306682,female given name,Turkish,tr,Merve (anlam ayrımı)
Mervi,Q11882190,female given name,English,en,Mervi
Mervi,Q11882190,female given name,Estonian,et,Mervi
Mervi,Q11882190,female given name,Finnish,fi,Mervi
Mervi,Q11882190,female given name,French,fr,Mervi
Mervin (given name),Q16279402,male given name,English,en,Mervin (given name)
Mervyn,Q1922174,male given name,German,de,Mervyn
Mervyn,Q1922174,male given name,English,en,Mervyn
Mervyn,Q1922174,male given name,Italian,it,Mervyn
Merwin (name),Q37524090,family name,English,en,Merwin (name)
Mery (ancient Egyptian name),Q50292542,ancient Egyptian name,English,en,Mery (ancient Egyptian name)
Mery (ancient Egyptian name),Q50292542,ancient Egyptian name,Hungarian,hu,Meri (név)
Meryem,Q6820978,Wikimedia disambiguation page,English,en,Meryem
Meryem,Q6820978,Wikimedia disambiguation page,Polish,pl,Meryem
Meryem,Q6820978,Wikimedia disambiguation page,Turkish,tr,Meryem (anlam ayrımı)
Meryl,Q493639,female given name,German,de,Meryl
Meryl,Q493639,female given name,English,en,Meryl
Meryl,Q493639,female given name,French,fr,Meryl (prénom)
Meryre (given name),Q1176032,Wikimedia disambiguation page,English,en,Meryre (given name)
Meryre (given name),Q1176032,Wikimedia disambiguation page,Hungarian,hu,Meriré
Meryre (given name),Q1176032,Wikimedia disambiguation page,Russian,ru,Мерира (значения)
Meseret,Q16230431,female given name,English,en,Meseret
Mesfin (name),Q16279412,family name,English,en,Mesfin (name)
Mesuli,Q108864243,No description defined,English,en,Mesuli
Mesuli,Q108864243,No description defined,Igbo,ig,Mesuli
Mesut,Q1924606,male given name,German,de,Mesut
Mesut,Q1924606,male given name,English,en,Mesut
Mesut,Q1924606,male given name,Turkish,tr,Mesut
Meta (name),Q1437426,name: given name and surname,English,en,Meta (name)
Mete,Q1694718,Wikimedia disambiguation page,Cebuano,ceb,Mete
Mete,Q1694718,Wikimedia disambiguation page,German,de,Mete
Mete,Q1694718,Wikimedia disambiguation page,English,en,Mete
Mete,Q1694718,Wikimedia disambiguation page,Italian,it,Mete
Metin,Q19810495,male given name,German,de,Metin
Metin,Q19810495,male given name,English,en,Metin
Metin,Q19810495,male given name,Dutch,nl,Metin
Metta (given name),Q96478042,No description defined,English,en,Metta (given name)
Mette,Q1158302,female given name,Danish,da,Mette
Mette,Q1158302,female given name,German,de,Mette (Name)
Mette,Q1158302,female given name,English,en,Mette
Mette,Q1158302,female given name,Finnish,fi,Mette
Mette,Q1158302,female given name,Japanese,ja,メッテ
Mette,Q1158302,female given name,Norwegian Nynorsk,nn,Mette
Mette,Q1158302,female given name,Norwegian,no,Mette
Mette,Q1158302,female given name,Swedish,sv,Mette
Meurig,Q3855782,male given name,Breton,br,Meurig
Meurig,Q3855782,male given name,English,en,Meurig
Meurig,Q3855782,male given name,Russian,ru,Мейриг
Mevlüt,Q6825660,male given name,German,de,Mevlüt
Mevlüt,Q6825660,male given name,English,en,Mevlüt
Meyer (name),Q114088209,No description defined,English,en,Meyer (name)
Meyrick,Q21476586,family name,English,en,Meyrick
Meyrick,Q21476586,family name,Russian,ru,Мейрик
Mfon,Q62122931,Wikimedia disambiguation page,English,en,Mfon
Mhairi,Q6826850,female given name,Bavarian,bar,Mhairi
Mhairi,Q6826850,female given name,German,de,Mhairi
Mhairi,Q6826850,female given name,English,en,Mhairi
Mher,Q96478046,No description defined,English,en,Mher
Mi-hee,Q17152039,Korean female given name (미희),English,en,Mi-hee
Mi-ja,Q18128009,Korean female given name (미자),English,en,Mi-ja
Mi-jung,Q18128011,Korean female given name (미정),English,en,Mi-jung
Mi-kyung,Q6826894,Korean female given name (미경),English,en,Mi-kyung
Mi-kyung,Q6826894,Korean female given name (미경),Italian,it,Mi-kyung
Mi-rae,Q69512641,Korean unisex given name (미래),English,en,Mi-rae
Mi-ran,Q18128013,Korean female given name (미란),English,en,Mi-ran
Mi-ran,Q18128013,Korean female given name (미란),Korean,ko,미란 (동음이의)
Mi-sook,Q6826895,Korean female given name (미숙),English,en,Mi-sook
Mi-sun,Q17152041,Korean unisex given name (미선),English,en,Mi-sun
Mi-yeon,Q17152043,Korean female given name (미연),English,en,Mi-yeon
Mi-yeon,Q17152043,Korean female given name (미연),Turkish,tr,Mi-yeon
Mi-young,Q6826897,Korean female given name (미영),English,en,Mi-young
Mi-young,Q6826897,Korean female given name (미영),Portuguese,pt,Mi-young
Mia (given name),Q1747696,female given name,Alemannisch,gsw,Mia
Mia (given name),Q1747696,female given name,Arabic,ar,ميا (اسم)
Mia (given name),Q1747696,female given name,Czech,cs,Mia
Mia (given name),Q1747696,female given name,German,de,Mia (Vorname)
Mia (given name),Q1747696,female given name,English,en,Mia (given name)
Mia (given name),Q1747696,female given name,Spanish,es,Mia (nombre)
Mia (given name),Q1747696,female given name,Estonian,et,Mia (eesnimi)
Mia (given name),Q1747696,female given name,Italian,it,Mia (nome)
Mia (given name),Q1747696,female given name,Dutch,nl,Mia (voornaam)
Mia (given name),Q1747696,female given name,Norwegian Nynorsk,nn,Mia
Mia (given name),Q1747696,female given name,Norwegian,no,Mia
Mia (given name),Q1747696,female given name,Simple English,en-simple,Mia (given name)
Mia (given name),Q1747696,female given name,Slovenian,sl,Mia
Mia (given name),Q1747696,female given name,Serbian,sr,Миа (име)
Mia (given name),Q1747696,female given name,Swedish,sv,Mia
Mian (given name),Q65120971,No description defined,English,en,Mian (given name)
Mic (name),Q48817880,given name,English,en,Mic (name)
Micael (name),Q20001952,male given name,English,en,Micael (name)
Micael (name),Q20001952,male given name,Finnish,fi,Micael
Micah,Q15621258,male given name,English,en,Micah
Micah,Q15621258,male given name,Finnish,fi,Micah
Micajah,Q16279427,Wikimedia disambiguation page,English,en,Micajah
Michaela,Q776529,female given name,Breton,br,Michaela
Michaela,Q776529,female given name,Czech,cs,Michaela
Michaela,Q776529,female given name,Danish,da,Michaela
Michaela,Q776529,female given name,German,de,Michaela
Michaela,Q776529,female given name,English,en,Michaela
Michaela,Q776529,female given name,French,fr,Michaela
Michaela,Q776529,female given name,Japanese,ja,ミカエラ
Michaela,Q776529,female given name,Korean,ko,미카엘라
Michaela,Q776529,female given name,Latin,la,Michaela
Michaela,Q776529,female given name,Norwegian,no,Michaela
Michaela,Q776529,female given name,Slovak,sk,Michaela
Michaele,Q6835631,Wikimedia disambiguation page,English,en,Michaele
Michał,Q6835978,male given name,English,en,Michał
Michał,Q6835978,male given name,Upper Sorbian,hsb,Michał
Michał,Q6835978,male given name,Japanese,ja,ミハウ
Michał,Q6835978,male given name,Korean,ko,미하우
Michał,Q6835978,male given name,Polish,pl,Michał
Micheal,Q27654038,male given name,English,en,Micheal
Michel (name),Q1196473,nameː given name and family name,Belarusian,be,Мішэль
Michel (name),Q1196473,nameː given name and family name,German,de,Michel (Name)
Michel (name),Q1196473,nameː given name and family name,English,en,Michel (name)
Michel (name),Q1196473,nameː given name and family name,Esperanto,eo,Mikaelo
Michel (name),Q1196473,nameː given name and family name,Finnish,fi,Michel
Michel (name),Q1196473,nameː given name and family name,French,fr,Michel
Michel (name),Q1196473,nameː given name and family name,Hebrew,he,מייקל
Michel (name),Q1196473,nameː given name and family name,Russian,ru,Мишель
Michel (name),Q1196473,nameː given name and family name,Ukrainian,uk,Мішель
Michel-Ange,Q6836237,male given name; French language,English,en,Michel-Ange
Michela,Q12901046,female given name,Breton,br,Michela
Michela,Q12901046,female given name,German,de,Michela
Michela,Q12901046,female given name,English,en,Michela
Michela,Q12901046,female given name,Italian,it,Michela
Michela,Q12901046,female given name,Latin,la,Michela
Michelangelo (given name),Q19003508,male given name,Alemannisch,gsw,Michelangelo (Name)
Michelangelo (given name),Q19003508,male given name,German,de,Michelangelo (Name)
Michelangelo (given name),Q19003508,male given name,English,en,Michelangelo (given name)
Michelangelo (given name),Q19003508,male given name,Italian,it,Michelangelo (nome)
Michele,Q12901049,given name,Breton,br,Michele
Michele,Q12901049,given name,German,de,Michele
Michele,Q12901049,given name,English,en,Michele
Michele,Q12901049,given name,Italian,it,Michele
Michele,Q12901049,given name,Latin,la,Michele
Micheletto,Q16279437,family name,English,en,Micheletto
Micheletto,Q16279437,family name,Russian,ru,Микелетто
Micheline (given name),Q1931124,female given name,German,de,Micheline (Vorname)
Micheline (given name),Q1931124,female given name,English,en,Micheline (given name)
Micheline (given name),Q1931124,female given name,French,fr,Micheline (prénom)
Michelle (name),Q100336041,name: given name and family name,English,en,Michelle (name)
Michelotto,Q16290718,family name,German,de,Michelotto
Michelotto,Q16290718,family name,English,en,Michelotto
Michiaki,Q6837365,male given name,English,en,Michiaki
Michiel,Q15621024,male given name,German,de,Michiel (Vorname)
Michiel,Q15621024,male given name,English,en,Michiel
Michiel,Q15621024,male given name,French,fr,Michiel
Michiel,Q15621024,male given name,Western Frisian,fy,Michiel
Michiel,Q15621024,male given name,Limburgish,li,Michiel
Michiharu,Q6837860,Wikimedia disambiguation page,English,en,Michiharu
Michihiko,Q6837863,male given name,English,en,Michihiko
Michihiro,Q6837864,given name,English,en,Michihiro
Michihisa,Q6837871,male given name,English,en,Michihisa
Michiko,Q6837886,female given name,German,de,Michiko
Michiko,Q6837886,female given name,English,en,Michiko
Michiko,Q6837886,female given name,Indonesian,id,Michiko
Michiko,Q6837886,female given name,Javanese,jv,Michiko
Michiko,Q6837886,female given name,Polish,pl,Michiko
Michiko,Q6837886,female given name,Portuguese,pt,Michiko
Michiko,Q6837886,female given name,Swedish,sv,Michiko (namn)
Michinori,Q6837904,male given name,English,en,Michinori
Michio,Q6837918,male given name,Azerbaijani,az,Miçio
Michio,Q6837918,male given name,English,en,Michio
Michio,Q6837918,male given name,Polish,pl,Michio
Michirō,Q6837933,Japanese male given name,English,en,Michirō
Michiru,Q3856896,given name,English,en,Michiru
Michiru,Q3856896,given name,Italian,it,Michiru
Michiru,Q3856896,given name,Japanese,ja,ミチル
Michiru,Q3856896,given name,Polish,pl,Michiru
Michitaka,Q6837934,male given name,English,en,Michitaka
Michitarō,Q6837935,male given name,English,en,Michitarō
Michiya,Q6837939,Wikimedia disambiguation page,English,en,Michiya
Michiyo,Q6837942,given name,English,en,Michiyo
Michiyoshi,Q6837949,male given name,English,en,Michiyoshi
Michl,Q1931280,Wikimedia disambiguation page,Czech,cs,Michl
Michl,Q1931280,Wikimedia disambiguation page,German,de,Michl
Michl,Q1931280,Wikimedia disambiguation page,English,en,Michl
Michl,Q1931280,Wikimedia disambiguation page,Low German,nds,Michl
Michl,Q1931280,Wikimedia disambiguation page,Polish,pl,Michl
Michy,Q56539861,family name,English,en,Michy
Mick,Q1931313,male given name,German,de,Mick
Mick,Q1931313,male given name,English,en,Mick
Mick,Q1931313,male given name,Japanese,ja,ミック
Mickey,Q37217747,family name,English,en,Mickey
Micki,Q6838836,given name,English,en,Micki
Micky,Q6838889,male given name,English,en,Micky
Micol (given name),Q1931416,female given name,German,de,Micol
Micol (given name),Q1931416,female given name,English,en,Micol (given name)
Micol (given name),Q1931416,female given name,Italian,it,Micol
Midhat,Q6842236,Wikimedia disambiguation page,German,de,Midhat
Midhat,Q6842236,Wikimedia disambiguation page,English,en,Midhat
Mieczysław,Q1925936,male given name,Belarusian,be,Мечыслаў
Mieczysław,Q1925936,male given name,Czech,cs,Mečislav
Mieczysław,Q1925936,male given name,German,de,Mieczysław
Mieczysław,Q1925936,male given name,English,en,Mieczysław
Mieczysław,Q1925936,male given name,Esperanto,eo,Mjeĉislao (nomo)
Mieczysław,Q1925936,male given name,Persian,fa,میه‌چیسواف
Mieczysław,Q1925936,male given name,Italian,it,Mieczysław
Mieczysław,Q1925936,male given name,Latin,la,Mecislaus
Mieczysław,Q1925936,male given name,Polish,pl,Mieczysław
Mieczysław,Q1925936,male given name,Russian,ru,Мечислав
Mieke (given name),Q18609605,female given name,German,de,Mieke (Vorname)
Mieke (given name),Q18609605,female given name,English,en,Mieke (given name)
Mieko,Q16290721,female given name,English,en,Mieko
Mietje,Q21141877,given name,English,en,Mietje
Migdalia,Q96478060,female given name,English,en,Migdalia
Mignon (name),Q55644215,Wikimedia disambiguation page,English,en,Mignon (name)
Miguel Ángel (given name),Q40440281,male given name,English,en,Miguel Ángel (given name)
Miguel Ángel (given name),Q40440281,male given name,French,fr,Miguel Ángel
Mihael,Q15620173,male given name,English,en,Mihael
Mihael,Q15620173,male given name,Slovenian,sl,Mihael
Mihaela,Q18621002,female given name,German,de,Mihaela
Mihaela,Q18621002,female given name,English,en,Mihaela
Mihaela,Q18621002,female given name,Persian,fa,میهائلا
Mihaela,Q18621002,female given name,Slovenian,sl,Mihaela
Mihai,Q59364838,name; male given name and surname,German,de,Mihai
Mihai,Q59364838,name; male given name and surname,English,en,Mihai
Mihai,Q59364838,name; male given name and surname,Romanian,ro,Mihai
Mihailo,Q20000710,male given name,English,en,Mihailo
Mihailo,Q20000710,male given name,Estonian,et,Mihailo
Mihailo,Q20000710,male given name,Slovenian,sl,Mihailo
Mihails,Q16279448,male given name,English,en,Mihails
Mihajlo,Q1932799,Wikimedia disambiguation page,English,en,Mihajlo
Mihajlo,Q1932799,Wikimedia disambiguation page,Croatian,hr,Mihajlo
Mihal (given name),Q65064203,No description defined,English,en,Mihal (given name)
Mihalis,Q6845218,Wikimedia disambiguation page,English,en,Mihalis
Mihály,Q6845358,male given name; Hungarian cognate of the English name Michael,Czech,cs,Mihály
Mihály,Q6845358,male given name; Hungarian cognate of the English name Michael,German,de,Mihály
Mihály,Q6845358,male given name; Hungarian cognate of the English name Michael,English,en,Mihály
Mihály,Q6845358,male given name; Hungarian cognate of the English name Michael,French,fr,Mihály
Mihály,Q6845358,male given name; Hungarian cognate of the English name Michael,Hungarian,hu,Mihály
Miharu (given name),Q65041644,No description defined,English,en,Miharu (given name)
Mihir,Q65066752,No description defined,English,en,Mihir
Mihkel,Q1624251,male given name,German,de,Mihkel
Mihkel,Q1624251,male given name,English,en,Mihkel
Mihkel,Q1624251,male given name,võro,vro,Mihkli
Miho,Q1932885,female given name,Azerbaijani,az,Miho
Miho,Q1932885,female given name,German,de,Miho
Miho,Q1932885,female given name,English,en,Miho
Miho,Q1932885,female given name,Japanese,ja,MIHO
Miho,Q1932885,female given name,Korean,ko,미호
Miho,Q1932885,female given name,Polish,pl,Miho
Miho,Q1932885,female given name,Russian,ru,Михо
